Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road Width,Road Type,Build Area
"Land For Sale In Godawari, Lalitpur","Badegaun, Godawari, Lalitpur",Lalitpur,1500000,0,0,N/A,0,12.11 Ropani,20 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Teku, Kathmandu","Pachali, Bhairav, Teku, Kathmandu",Kathmandu,70000000,0,0,3,5,1 Ropani,20 Feet , Blacktopped,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,200000,5,5,N/A,0,0-5-2-0 Aana,15 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Rudhreshwor Chowk, Budhanilkantha, Kathmandu",Kathmandu,47500000,0,0,N/A,4,8 Aana,16 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Patan, Lalitpur","Chakupat, Patan, Lalitpur",Lalitpur,3500000,0,0,N/A,0,20 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"House For Rent In Kupondole, Lalitpur","Nearby Gusingal, Kupondole, Lalitpur",Lalitpur,550000,6,6,N/A,10,2 Ropani,20 Feet,NA,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000,5,4,3,2,13 Aana,13 Feet,NA,N/A Sq. Feet
"House For Rent In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,180000,0,0,N/A,0,15 Aana,15 Feet,NA,N/A Sq. Feet
"House For Rent In Nakhipot, Lalitpur","Nearby Nakhipot Buspark, Nakhipot, Lalitpur",Lalitpur,125000,7,4,3,0,1 Ropani,13 Feet,NA,N/A Sq. Feet
"House For Rent In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,350000,8,4,N/A,5,1-0-1-0 Ropani,13 Feet,NA,N/A Sq. Feet
"Miyapatan Land 20×40 : Land For Sale In Bajha Patan, Pokhara","Bajhapatan 13 pokhara, Bajha Patan, Pokhara",Pokhara,12500000,0,0,N/A,0,159 Sq. Meter,6 Meter , Blacktopped,159 Sq. Meter
"Apartment For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,25000000,3,3,N/A,0,1800 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Apartment For Sale In Bishal Nagar, Kathmandu","Central Park Apartment, Bishal Nagar, Kathmandu",Kathmandu,45000000,4,4,N/A,0,3700 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Apartment For Sale In Bishal Nagar, Kathmandu","Central Park Apartment, Bishal Nagar, Kathmandu",Kathmandu,45000000,4,4,N/A,0,3700 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Apartment For Sale In Kamalpokhari, Kathmandu","Kamalpokhari, Kamalpokhari, Kathmandu",Kathmandu,35000000,3,3,N/A,0,2450 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Sankhu, Kathmandu","Sankhu, Sankhu, Kathmandu",Kathmandu,400000,0,0,N/A,0,3 Ropani,20 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,3700000,0,0,N/A,0,21 Aana,18 Feet,NA,N/A Sq. Feet
"House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu",Kathmandu,11400000,0,0,1,0,3 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Chabahil, Kathmandu","Nearby, Gopikrishna flim hall, Chabahil, Kathmandu",Kathmandu,11400000,0,0,3,0,0-2-2-1 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,4000000,0,0,N/A,0,20 Aana,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Kapan, Kathmandu","Nearby, Silvershine School, Kapan, Kathmandu",Kathmandu,1750000,0,0,N/A,0,3 Aana,32 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Baluwatar, Kathmandu","Behind Kalika tower, Baluwatar, Kathmandu",Kathmandu,4800000,0,0,N/A,0,8 Aana,15 Feet,NA,N/A Sq. Feet
"House For Sale In Jorpati, Kathmandu","Jorpati Nayabasti, Jorpati, Kathmandu",Kathmandu,12000000,4,0,1,0,3.2 Aana,12 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Changunarayan, Bhaktapur","Dachhi, Changunarayan, Bhaktapur",Bhaktapur,366666,0,0,N/A,0,3 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Maharajgunj, Kathmandu","Near Chappal Factory, Maharajgunj, Kathmandu",Kathmandu,180000000,0,0,3,0,3.5 Ropani,13 Feet,NA,N/A Ropani
"Land For Sale In Chovar, Kathmandu","Chovar, Chovar, Kathmandu",Kathmandu,1500000,0,0,N/A,0,0-3-3-1 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2700000,0,0,N/A,0,4.2 Aana,12 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Bhaktapur, Bhaktapur","Chhaaling, Bhaktapur, Bhaktapur",Bhaktapur,1050000,0,0,N/A,0,14 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Tikathali, Lalitpur","Mahalaxmi Nagarpalika-4, Tikathali, Lalitpur",Lalitpur,14500000,10,0,3,4,3.1 Aana,10 Feet,NA,N/A Sq. Feet
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,36500000,3,4,N/A,0,4 Aana,13 Feet,NA,N/A Sq. Feet
"Apartment For Rent In Lazimpat, Kathmandu","Nearby Raddisson Hotel, Lazimpat, Kathmandu",Kathmandu,220000,2,3,N/A,0,4100 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"Land For Sale In Kapan, Kathmandu","Aakashedhara Height, Kapan, Kathmandu",Kathmandu,1300000,0,0,N/A,0,4 Aana,8 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Bhangal, Kathmandu","Bhangal Height, Bhangal, Kathmandu",Kathmandu,2000000,0,0,N/A,0,9 Aana,16 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Sankhu, Kathmandu","Dachindhoka, Sankhu, Kathmandu",Kathmandu,1400000,0,0,N/A,0,4 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Ram Bazar, Pokhara","Ram Bazar, Ram Bazar, Pokhara",Pokhara,700000,0,0,N/A,0,25/50 Haat,15 Feet,NA,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Shiva Mandir, Kapan, Kathmandu",Kathmandu,24000000,7,0,3,4,4 Aana,16 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Chauthe, Pokhara","Chauthe, Chauthe, Pokhara",Pokhara,15000000,0,0,N/A,0,25/60 Haat,20 Feet,NA,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Aakaashe Dhara, Kapan, Kathmandu",Kathmandu,20400000,11,0,3,4,4 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Pokhara, Pokhara","Nearby Kaski Modernize School, Pokhara, Pokhara",Pokhara,27000000,0,0,2,0,4.5 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Ram Bazar, Pokhara","Near Buddha Chowk, Ram Bazar, Pokhara",Pokhara,30000000,0,0,3,0,4 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Pokhara, Pokhara","Nearby Kaski Modernai School, Pokhara, Pokhara",Pokhara,18000000,0,0,N/A,0,22/58 Haat,20 Feet,NA,N/A Sq. Feet
"House For Sale In Fulbari, Pokhara","Fulbari, Pokhara, Fulbari, Pokhara",Pokhara,35000000,0,0,4,0,7 Aana,15 Feet,NA,N/A Sq. Feet
"Land For Sale In Pokhara, Pokhara","Near Ghale Chowk, Pokhara, Pokhara",Pokhara,600000,0,0,N/A,0,70/38 Haat,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Pokhara, Pokhara","Near Ghale Chowk, Pokhara, Pokhara",Pokhara,16300000,0,0,N/A,0,18/63 Sq. Feet,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Pokhara, Pokhara","Amarsingh Chowk, Pokhara, Pokhara",Pokhara,1150000,0,0,N/A,0,25/50 Haat,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Ram Bazar, Pokhara","Nearby Marigold School, Ram Bazar, Pokhara",Pokhara,6500000,0,0,N/A,0,15/35 Sq. Feet,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Kapan, Kathmandu","Kapan Height, Kapan, Kathmandu",Kathmandu,700000,0,0,N/A,0,4.2 Aana,32 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Sunakothi, Lalitpur","Sunakothi, Sunakothi, Lalitpur",Lalitpur,1400000,0,0,N/A,0,0-4-3-3 Aana,13 Feet,NA,N/A Sq. Feet
"R&S Real Estate : Land For Sale In Shantinagar, Kathmandu","Baneshwor, Shantinagar, Kathmandu",Kathmandu,35700000,0,0,N/A,0,8-2-0 Aana,12 Feet,NA,N/A Aana
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,250000,0,0,N/A,0,10 Ropani,12 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kathmandu",Kathmandu,1100000,0,0,N/A,0,3.2 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu",Kathmandu,16000000,7,6,5,4,3.1 Aana,14 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Kapan, Kathmandu","Simaltar, Kapan, Kathmandu",Kathmandu,2700000,0,0,N/A,0,4 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,9000000,4,1,1,0,3.2 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",Kathmandu,13000000,2,1,N/A,0,4 Aana,15 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Tarkeshwor, Kathmandu","Goldhunga, Tarkeshwor, Kathmandu",Kathmandu,1800000,0,0,N/A,0,6 Aana,26 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Dhampus, Kaski","Dhampus, Dhampus, Kaski",Kaski,900000,0,0,N/A,0,20/45 Haat,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Tarkeshwor, Kathmandu","Goldhunga, Tarkeshwor, Kathmandu",Kathmandu,1600000,0,0,N/A,0,4 Aana,26 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Ram Bazar, Pokhara","Ram Bazar, Ram Bazar, Pokhara",Pokhara,25000000,0,0,N/A,0,5 Aana,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Bafal, Kathmandu","Civil homes, Bafal, Kathmandu",Kathmandu,45000,3,4,3,0,3.6 Aana,20 Feet,NA,1348 Sq. Feet
"Land For Sale In Dadikot, Bhaktapur","Chitrapur, Dadikot, Bhaktapur",Bhaktapur,1800000,0,0,N/A,0,3.2 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale Inside Ringroad : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,19500000,3,3,3,1,0-2-3-0 Aana,12 Feet , Paved,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Simaltar, Kapan, Kathmandu",Kathmandu,17000000,4,3,3,4,3.2 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"House For Rent In Kusunti, Lalitpur","Kusunti, Kusunti, Lalitpur",Lalitpur,90000,4,3,2,0,1 Ropani,15 Feet,NA,N/A Sq. Feet
"House For Rent In Sanepa, Lalitpur","Nearby Embassy of Malasiya, Sanepa, Lalitpur",Lalitpur,350000,5,5,3,15,1-14-0-0 Ropani,13 Feet,NA,30 Aana
"House For Rent In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,100000,6,4,3,8,14 Aana,13 Feet,NA,3014 Sq. Feet
"House For Rent In Sanobharyang, Kathmandu","Namdel Chowk, Sanobharyang, Kathmandu",Kathmandu,150000,4,4,3,2,10 Aana,14 Feet,NA,N/A Sq. Feet
"House For Rent In Sinamangal, Kathmandu","Sinamangal, Sinamangal, Kathmandu",Kathmandu,500000,5,7,3,2,3 Ropani,15 Feet,NA,N/A Sq. Feet
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,38000000,10,0,N/A,3,7 Aana,10 Feet,NA,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,130000,5,3,3,0,8 Aana,4 Meter,NA,N/A Sq. Feet
"House For Rent In Dholahiti, Lalitpur","Dholahiti, Dholahiti, Lalitpur",Lalitpur,300000,8,6,N/A,5,3 Ropani,0 Feet,NA,N/A Sq. Feet
"House For Rent In Sukedhara, Kathmandu","Ekatabasti, Sukedhara, Kathmandu",Kathmandu,110000,4,4,3,3,12 Aana,12 Feet,NA,N/A Sq. Feet
"House For Rent In Dholahiti, Lalitpur","Nearby Anoj Jyoti School, Dholahiti, Lalitpur",Lalitpur,1500000,4,4,3,5,13 Sq. Feet,12 Feet,NA,N/A Sq. Feet
"House For Rent In Teku, Kathmandu","Sanepa, Teku, Kathmandu",Kathmandu,25000,0,0,N/A,0,4 Aana,0 Feet,NA,N/A Aana
"House For Rent In Thapathali, Kathmandu","Thapathali, Thapathali, Kathmandu",Kathmandu,165000,8,2,N/A,2,1-8-0-0 Ropani,13 Feet,NA,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Kapan, Kathmandu, Kapan, Kathmandu",Kathmandu,20000000,1,1,3,1,0-3-2-0 Aana,13 Feet,NA,0-3-2-0 Aana
"House No. 134 : House For Sale In Harisiddhi, Lalitpur","Southern height housing, Thaiba, Harisiddhi, Lalitpur",Lalitpur,25000000,3,3,2,1,0-5-2-0 Aana,0 Feet,NA,N/A Aana
"House For Rent In Bhaisepati, Lalitpur","Vinayak Colony, Bhaisepati, Lalitpur",Lalitpur,120000,5,3,N/A,2,11.5 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Dhading, Dhading","Gajuri, Dhading, Dhading",Dhading,400000,0,0,N/A,0,80 Ropani,15 Feet,NA,N/A Ropani
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalaika-7, Nawalparasi, Nawalparasi",Nawalparasi,100000,0,0,N/A,0,14 Dhur,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Ramgram Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,550000,0,0,N/A,0,12 Kattha,20 Feet,NA,N/A Sq. Feet
"House For Rent In Bhaisepati, Lalitpur","Civil Home, Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,150000,5,3,N/A,2,1 Ropani,13 Feet,NA,N/A Sq. Feet
"House For Rent In Baluwatar, Kathmandu","Chundevi, Baluwatar, Kathmandu",Kathmandu,150000,7,3,N/A,4,11 Sq. Feet,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika-3, Nawalparasi, Nawalparasi",Nawalparasi,1000000,0,0,N/A,0,26 Kattha,20 Feet,NA,N/A Sq. Feet
"House For Rent In Bakhundol, Lalitpur","Nearby Norway Embassy, Bakhundol, Lalitpur",Lalitpur,160000,4,6,3,1,2500 Sq. Feet,15 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi",Nawalparasi,550000,0,0,N/A,0,1 Bigha,13 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Ramgram Nagarpalika-18, Nawalparasi, Nawalparasi",Nawalparasi,300000,0,0,N/A,0,5 Kattha,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika-8, Nawalparasi, Nawalparasi",Nawalparasi,1300000,0,0,N/A,0,9 Kattha,20 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika - 3, Nawalparasi, Nawalparasi",Nawalparasi,260000,0,0,N/A,0,5 Aana,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Tinkune, Kathmandu","Subidhanagar, Tinkune, Kathmandu",Kathmandu,270000,14,6,N/A,6,13 Aana,20 Feet,NA,7 Aana
"House For Sale In Butwal, Butwal","Rupandehi, Butwal, Butwal",Butwal,25000000,10,4,3,0,7 Dhur,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,144000,3,4,N/A,1,0-3-3-0 Aana,15 Feet,NA,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","sunwal Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,125000,0,0,N/A,0,21 Dhur,20 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Nawalparasi, Nawalparasi, Nawalparasi",Nawalparasi,2200000,0,0,N/A,0,2 Kattha,20 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Nawalparasi, Nawalparasi","Sunwal Nagarpalika, Nawalparasi, Nawalparasi",Nawalparasi,1700000,0,0,N/A,0,10 Dhur,20 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,80000,5,4,3,0,5 Aana,13 Feet,NA,2085 Sq. Feet
"House For Rent In Hadigaun, Kathmandu","Nearby Bhatbhateni Supermarket, Hadigaun, Kathmandu",Kathmandu,125000,0,5,3,3,0-4-2-0 Aana,13 Feet,NA,N/A Sq. Feet
"House For Rent In Naxal, Kathmandu","Gahanapokhari, Naxal, Kathmandu",Kathmandu,200000,7,5,N/A,3,7 Aana,13 Feet,NA,N/A Sq. Feet
"House For Rent In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,300000,4,4,N/A,5,2-11-0-0 Ropani,15 Feet,NA,N/A Sq. Feet
"House For Rent In Sanepa, Lalitpur","Nearby Star Hospital, Sanepa, Lalitpur",Lalitpur,125000,21,18,3,2,0-6-2-0 Aana,12 Feet,NA,N/A Sq. Feet
"House For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,560000,0,0,N/A,12,20 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu",Kathmandu,17500000,6,2,3,1,0-3-2-0 Aana,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,4400000,0,0,N/A,0,0-3-1-2 Aana,12 Feet,NA,N/A Sq. Feet
"House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,25000000,4,3,3,0,4 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,59900000,5,0,3,4,1 Ropani,26 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,29900000,10,0,3,3,4.1 Aana,0 Feet,NA,13 Sq. Feet
"Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,4200000,0,0,N/A,0,8 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,55000000,0,0,2,0,8.2 Aana,24 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu",Kathmandu,26500000,4,0,3,0,4.5 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Dhumbarahi, Kathmandu","Near, Pipalbot, Dhumbarahi, Kathmandu",Kathmandu,32500000,8,6,3,4,0-4-1-2 Aana,13 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Samakhusi Town planning, Samakhusi, Kathmandu",Kathmandu,6000000,0,0,N/A,0,6 Aana,10 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,4500000,0,0,N/A,0,11 Aana,26 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu",Kathmandu,21500000,7,4,4,1,0-3-1-3 Aana,14 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,5000000,0,0,N/A,0,6 Aana,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,5000000,0,0,N/A,0,8 Aana,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,N/A,0,4.5 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Mhepi, Kathmandu","Nearby Thamel, Mhepi, Kathmandu",Kathmandu,38000000,8,4,4,1,7 Aana,15 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Bhangal Height, Budhanilkantha, Kathmandu",Kathmandu,2500000,0,0,N/A,0,12 Aana,12 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Dhapasi, Kathmandu","Nearby API boarding school, Dhapasi, Kathmandu",Kathmandu,25000000,7,3,4,1,0-4-3-0 Aana,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,N/A,0,6 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Budhanilkantha, Kathmandu","Bhangal Height, Budhanilkantha, Kathmandu",Kathmandu,2400000,0,0,N/A,0,15 Aana,11 Feet,NA,N/A Sq. Feet
"House For Sale In Dallu, Kathmandu","Nearby SBI bank, Dallu, Dallu, Kathmandu",Kathmandu,24000000,15,5,4,0,3 Aana,20 Feet,NA,N/A Sq. Feet
"Land For Sale In Basundhara, Kathmandu","Shreetole Height, Basundhara, Kathmandu",Kathmandu,3200000,0,0,N/A,0,6 Aana,14 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,4200000,0,0,N/A,0,7 Aana,13 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,480000,0,0,N/A,0,5 Aana,15 Feet,NA,N/A Sq. Feet
"House For Sale In Tokha, Kathmandu","Nearby Namuna Planning, Tokha, Kathmandu",Kathmandu,17000000,8,4,4,0,0-3-2-0 Aana,20 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Greenland Chowk, Samakhusi, Kathmandu",Kathmandu,3000000,0,0,N/A,0,5.2 Aana,15 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Greenland Chowk., Samakhusi, Kathmandu",Kathmandu,3250000,0,0,N/A,0,4 Aana,12 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Mahadevtar Height, Samakhusi, Kathmandu",Kathmandu,3700000,0,0,N/A,0,10 Aana,10 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Gongabu, Kathmandu","Aananda tol, Gongabu, Kathmandu",Kathmandu,26000000,5,3,3,2,4.3 Aana,16 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,29000000,6,3,N/A,0,4 Aana,14 Feet,NA,N/A Sq. Feet
"House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,13500000,3,2,3,1,0-3-1-1 Aana,12 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22800000,6,2,3,0,4 Aana,20 Feet,NA,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,26000000,3,3,3,0,3.5 Sq. Feet,12 Feet,NA,N/A Sq. Feet
"Land For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,6000000,0,0,N/A,0,6.5 Aana,15 Feet,NA,N/A Sq. Feet
"House For Sale In Sukedhara, Kathmandu","Nearby Colony home, Sukedhara, Kathmandu",Kathmandu,27500000,6,4,4,0,4 Aana,12 Feet,NA,N/A Sq. Feet
"House For Sale In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,22500000,4,3,3,0,3.13 Aana,12 Feet,NA,N/A Sq. Feet
"House For Rent In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,400000,4,5,3,10,3 Ropani,13 Feet,NA,N/A Ropani
"House For Sale In Kalanki, Kathmandu","Nearby LRI School, Kalanki, Kathmandu",Kathmandu,15500000,7,2,N/A,0,3.5 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,30000000,5,0,3,0,6.5 Aana,15 Feet,NA,2900 Sq. Feet
"House For Sale In Baluwatar, Kathmandu","Nearby IOM, Baluwatar, Kathmandu",Kathmandu,51500000,6,3,3,0,6 Aana,12 Feet,NA,N/A Sq. Feet
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,15000000,11,0,3,0,3.1 Sq. Feet,20 Feet,NA,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,45000000,11,0,3,0,6 Ropani,14 Feet,NA,N/A Sq. Feet
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,33000000,11,0,3,0,5 Aana,15 Feet,NA,N/A Sq. Feet
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,40000000,12,0,4,4,7 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,18200000,9,0,3,3,3.1 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Sundarbasti, Budhanilkantha, Kathmandu",Kathmandu,19200000,5,4,3,3,4 Sq. Feet,13 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,17700000,12,0,4,0,3.5 Aana,13 Feet,NA,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Nearby Aakashedhara, Kapan, Kathmandu",Kathmandu,17000000,7,0,N/A,0,3 Aana,13 Feet,NA,N/A Sq. Feet
